,tic,url,supply_chain_risk,regulatory_risk,inflationary_risk,macro_risk,debt_risk,liquidity_risk,doctype,gvkey,lpermno,datadate,fyear,sic,sic3,td,long_debt_dum,me,l_a,l_sale,div_d,age,atr,smalltaxlosscarry,largetaxlosscarry,l_emp,l_ppent,l_laborratio,Inv,Ch_Cash,Div,Ch_Debt,Ch_Eqty,Ch_WC,CF,td_a,td_mv,mb,prof_a,ppe_a,cash_a,xrd_a,dltt_a,invopps_FG09,sales_g,dv_a,short_debt,_merge
379,PEG,https://www.sec.gov/Archives/edgar/data/81033/000078878420000004/pseg201910k.htm,17.0,19.0,0.0,6.0,6.0,3.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
380,PSA,https://www.sec.gov/Archives/edgar/data/1393311/000139331120000008/psa-20191231x10k.htm,0.0,7.0,0.0,4.0,3.0,2.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
381,PHM,https://www.sec.gov/Archives/edgar/data/822416/000082241620000007/a201910-k.htm,2.0,1.0,1.0,1.0,1.0,0.0,Risk Section,8823.0,54148.0,2019-12-31,2019.0,1531.0,153.0,3183.021,1.0,10485.118,9.279455,9.231413,1.0,0.0,0.2410285,,,1.8317811,5.2080755,3.545313,0.021112124,0.010989214,0.011417936,-0.030966636,-0.02607265,0.014944851,0.100558564,0.29704562,0.23287888,1.4691235,0.13087016,0.016960511,0.11678827,0.0,0.2645789,1.2909619,,0.011417936,0.10929868,both
382,PVH,https://www.sec.gov/Archives/edgar/data/78239/000007823919000011/pvh10k2018.htm,3.0,3.0,0.0,4.0,1.0,0.0,Risk Section,8551.0,13936.0,2019-01-31,2018.0,2300.0,230.0,2832.2,1.0,8227.222,9.381239,9.175418,1.0,0.0,0.039876513,1.0,0.0,3.6635616,6.893149,3.2545478,0.033328556,-0.003531782,0.0009777725,-0.0136635285,-0.025691815,0.015290339,0.07012989,0.23872821,0.25608933,1.2022489,0.10476495,0.08298423,0.038099412,0.0,0.2376493,0.8946547,,0.0009777725,0.004519455,both
383,QRVO,https://www.sec.gov/Archives/edgar/data/1604778/000160477819000031/qorvo2019033010-k.htm,7.0,6.0,1.0,4.0,1.0,0.0,Risk Section,64853.0,85035.0,2019-03-31,2018.0,3674.0,367.0,919.27,1.0,8540.389,8.666996,8.036032,0.0,0.0,0.0,1.0,0.0,2.2082744,7.220749,5.1281533,0.042622756,-0.037021197,0.0,-0.02502228,-0.10702779,0.018215489,0.13765164,0.15827586,0.09717793,1.7198162,0.15796284,0.23528019,0.12261227,0.077562004,0.15827586,1.6962328,,0.0,0.0,both
384,PWR,https://www.sec.gov/Archives/edgar/data/1050915/000105091520000020/pwr-123119x10k.htm,5.0,13.0,0.0,5.0,5.0,3.0,Risk Section,66446.0,85792.0,2019-12-31,2019.0,1731.0,173.0,1656.06,1.0,5795.4756,9.027821,9.405986,1.0,0.0,0.2915724,,,3.7208624,7.4217896,3.72484,0.07412621,0.010380737,0.0027888727,0.029045036,-0.004349182,0.019400645,0.062599964,0.19876659,0.22224413,1.2094636,0.11598318,0.2005625,0.020262895,0.0,0.17868133,0.8849516,,0.0027888727,0.101049475,both
385,QCOM,https://www.sec.gov/Archives/edgar/data/804328/000172894919000072/qcom10-k2019.htm,10.0,4.0,0.0,4.0,1.0,1.0,Risk Section,24800.0,77178.0,2019-09-30,2019.0,3674.0,367.0,15933.0,1.0,87340.6,10.402959,9.880731,1.0,0.0,0.41371474,1.0,0.0,3.637586,8.033334,4.4220915,0.02445611,0.0018812392,0.09005674,-0.015262311,-0.04991352,0.07567436,0.18156992,0.48344812,0.1542795,3.5011864,0.14440028,0.09348545,0.3719999,0.16378918,0.4077131,3.2809055,,0.09005674,0.156656,both
386,DGX,https://www.sec.gov/Archives/edgar/data/1022079/000102207920000017/dgx1231201910-k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,64166.0,84373.0,2019-12-31,2019.0,8071.0,807.0,5328.0,1.0,14203.07,9.460554,8.952347,1.0,0.0,0.22764976,1.0,0.0,3.871201,7.5868034,3.7361486,0.032001868,0.08230165,0.02226894,0.06478237,-0.019465856,0.0028030833,0.09125594,0.41485634,0.27279612,1.6666721,0.120610446,0.15346882,0.09281321,0.0,0.34096396,1.5085151,,0.02226894,0.17811562,both
387,RL,https://www.sec.gov/Archives/edgar/data/1037038/000103703819000005/rl-20190330x10k.htm,8.0,7.0,0.0,14.0,1.0,2.0,Risk Section,64891.0,85072.0,2019-03-31,2018.0,2320.0,232.0,924.0,1.0,10128.008,8.689936,8.750366,1.0,0.0,0.2602575,1.0,0.0,3.2308044,6.9471684,3.7557302,0.14796056,-0.12266945,0.032089252,0.01154338,-0.080904625,0.013428015,0.1267416,0.15548226,0.083604716,2.1511085,0.16694151,0.17486706,0.33644074,0.0,0.15172982,1.9058369,,0.032089252,0.024134198,both
388,RJF,https://www.sec.gov/Archives/edgar/data/720005/000072000519000086/rjf-20190930x10k.htm,0.0,28.0,1.0,14.0,3.0,13.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
389,RTX,https://www.sec.gov/Archives/edgar/data/101829/000010182920000013/utx-20191231_d2.htm,10.0,11.0,0.0,8.0,6.0,3.0,Risk Section,10983.0,17830.0,2019-12-31,2019.0,3724.0,372.0,46336.0,1.0,129447.45,11.847367,11.252158,1.0,0.0,0.2930286,1.0,0.0,5.2522736,9.642772,4.148823,0.022130609,0.008646111,0.017478313,-0.012990639,-0.0008875147,0.0029631539,0.062133186,0.3316442,0.26359704,1.6275119,0.09540067,0.11028802,0.052807122,0.02157949,0.28580835,1.2211475,,0.017478313,0.13820787,both
390,O,https://www.sec.gov/Archives/edgar/data/726728/000072672820000033/realtyincome10k2019.htm,1.0,3.0,1.0,4.0,14.0,4.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
391,REG,https://www.sec.gov/Archives/edgar/data/910606/000156459020004859/reg-10k_20191231.htm,0.0,2.0,0.0,0.0,5.0,0.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
392,REGN,https://www.sec.gov/Archives/edgar/data/872589/000153217620000008/regn-123119x10k.htm,10.0,51.0,1.0,9.0,2.0,2.0,Risk Section,23812.0,76614.0,2019-12-31,2019.0,2834.0,283.0,713.9,1.0,41406.81,9.602734,8.9699745,0.0,0.0,0.1289778,,,2.2082744,7.9694963,5.877286,0.1369654,0.01013833,0.0,0.0,-0.0170278,0.013542539,0.16413152,0.048219547,0.016948909,3.0477338,0.17022398,0.19522871,0.21710615,0.2051036,0.048219543,,,0.0,0.0,both
393,RF,https://www.sec.gov/Archives/edgar/data/1281761/000128176120000010/rf-20191231x10k.htm,3.0,21.0,1.0,7.0,9.0,13.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
394,RSG,https://www.sec.gov/Archives/edgar/data/1060391/000106039120000016/rsg-20191231.htm,0.0,6.0,2.0,0.0,2.0,0.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
395,RMD,https://www.sec.gov/Archives/edgar/data/943819/000094381919000017/rmd-20190630x10k.htm,1.0,5.0,0.0,3.0,1.0,0.0,Risk Section,31887.0,81736.0,2019-06-30,2019.0,3845.0,384.0,1270.853,1.0,17530.219,8.320614,7.8657913,1.0,0.0,0.22020942,1.0,0.0,2.1090004,5.96219,3.9799914,0.26187667,-0.010120793,0.051540505,0.19657923,-0.0034620499,0.043324433,0.11017917,0.30938447,0.067594714,4.7631993,0.1914693,0.09432571,0.03581777,0.043978818,0.30646506,4.5581203,,0.051540505,0.009436182,both
396,RHI,https://www.sec.gov/Archives/edgar/data/315213/000031521320000029/rhi-20191231.htm,0.0,5.0,0.0,4.0,0.0,0.0,Risk Section,2312.0,52230.0,2019-12-31,2019.0,7363.0,736.0,273.826,1.0,7269.828,7.745612,8.7118435,1.0,0.0,0.27350584,1.0,0.0,5.2522736,5.9146214,0.511044,0.044188652,-0.0026395167,0.06300532,-8.652735e-05,-0.120071836,0.022820722,0.22471282,0.11846718,0.036298852,3.6503954,0.29679528,0.15982206,0.117018715,0.0,0.087479144,3.277756,,0.06300532,0.2615749,both
397,ROK,https://www.sec.gov/Archives/edgar/data/1024478/000102447819000044/fy2019form10k.htm,8.0,2.0,2.0,5.0,1.0,1.0,Risk Section,9203.0,84381.0,2019-09-30,2019.0,3620.0,362.0,2256.9,1.0,19067.36,8.718173,8.809087,1.0,0.0,0.22774695,1.0,0.0,3.1780539,6.3507113,3.21347,-0.036806807,0.06536888,0.07521675,0.07142156,-0.15730411,0.00909537,0.18966138,0.36919677,0.1058372,4.053028,0.24763618,0.09355472,0.17307378,0.06198266,0.32003927,3.5584395,,0.07521675,0.13314724,both
398,ROL,https://www.sec.gov/Archives/edgar/data/84839/000117120020000103/i20108_rol-10k.htm,2.0,0.0,0.0,8.0,4.0,2.0,10K,9225.0,36003.0,2019-12-31,2019.0,7340.0,734.0,493.268,1.0,10857.612,7.4641523,7.608611,1.0,0.0,0.22137004,1.0,0.0,2.7695842,5.984591,3.2772255,0.2608996,-0.012158502,0.0881897,0.16710846,-0.005737868,0.026102744,0.1755602,0.2827762,0.043456364,6.756707,0.23000145,0.22716433,0.05404569,0.0,0.23770735,6.5023127,,0.0881897,0.15937988,both
399,ROP,https://www.sec.gov/Archives/edgar/data/882835/000088283520000006/a201910-kdoc.htm,2.0,4.0,0.0,5.0,1.0,0.0,Risk Section,24925.0,77338.0,2019-12-31,2019.0,3823.0,382.0,5552.1,1.0,36875.344,9.804159,8.587987,1.0,0.0,0.20629433,,,2.8599126,6.010777,3.2073884,0.07156702,0.019067971,0.010585954,0.018499192,0.002302735,0.0073002777,0.08041903,0.30659512,0.13086106,2.5121539,0.105931334,0.022464093,0.039190672,0.018725598,0.27020416,2.2778025,,0.010585955,0.11869383,both
400,ROST,https://www.sec.gov/Archives/edgar/data/745732/000074573219000009/rost-20190202x10k.htm,4.0,3.0,1.0,4.0,0.0,0.0,Risk Section,9248.0,91556.0,2019-01-31,2018.0,5651.0,565.0,312.44,1.0,33922.453,8.711721,9.614708,1.0,0.0,0.22596149,0.0,0.0,4.4897594,7.814481,3.3356044,0.067571595,0.020548789,0.055516325,-0.013994785,-0.18263556,-0.0035400218,0.30836833,0.05144154,0.009126361,6.0408735,0.39038387,0.4075283,0.23457137,0.0,0.051441535,5.635702,,0.055516325,0.0,both
401,RCL,https://www.sec.gov/Archives/edgar/data/884887/000088488720000009/rcl-20191231.htm,6.0,4.0,0.0,4.0,3.0,2.0,Risk Section,28191.0,79145.0,2019-12-31,2019.0,4400.0,440.0,11733.493,1.0,27877.021,10.319572,9.301155,1.0,0.0,0.017054785,,,4.4589877,10.171809,5.7244253,0.10195835,-0.0014549335,0.019876925,0.0030589753,-0.0032268825,-0.012601531,0.12054824,0.38698494,0.29622167,1.5182397,0.1107261,0.86260283,0.008038777,0.0,0.29735047,1.3090627,,0.019876925,0.23162258,both
402,SPGI,https://www.sec.gov/Archives/edgar/data/64040/000006404020000055/spgi-20191231x10k.htm,1.0,14.0,1.0,7.0,1.0,0.0,Risk Section,7163.0,17478.0,2019-12-31,2019.0,7323.0,732.0,4680.0,1.0,66624.2,9.336797,8.809713,1.0,0.0,0.228,1.0,0.0,3.1570003,6.904751,3.790232,0.011543884,0.08177652,0.049347904,0.019210434,-0.10574551,0.018593585,0.22920339,0.41240746,0.06563428,6.828798,0.30234402,0.08776877,0.25678533,0.0,0.40253788,6.2994776,,0.049347904,0.023931624,both
403,CRM,https://www.sec.gov/Archives/edgar/data/1108524/000110852419000009/crmq4fy1910-k.htm,1.0,8.0,0.0,4.0,3.0,1.0,Risk Section,157855.0,90215.0,2019-01-31,2018.0,7372.0,737.0,3367.0,1.0,117016.9,10.333222,9.494165,0.0,0.0,0.0,0.0,1.0,3.6107829,7.62657,4.0427027,0.1726909,0.004099294,0.0,0.042489506,0.022903992,0.0055958615,0.111396685,0.10954224,0.027968857,4.2993426,0.046198394,0.0667274,0.14126298,0.061359275,0.10323063,,,0.0,0.05761806,both
404,SBAC,https://www.sec.gov/Archives/edgar/data/1034054/000103405420000003/sbac-20191231x10k.htm,0.0,8.0,3.0,17.0,25.0,4.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
405,SLB,https://www.sec.gov/Archives/edgar/data/87347/000156459020001578/slb-10k_20191231.htm,0.0,0.0,1.0,1.0,0.0,0.0,Risk Section,9465.0,14277.0,2019-12-31,2019.0,1389.0,138.0,16705.0,1.0,55657.504,10.938663,10.401745,1.0,0.0,1.0,,,4.6634393,9.318208,4.6641574,0.03571175,-0.0052564284,0.04917247,-0.014899134,-0.001047734,0.006712601,0.095574655,0.2966508,0.2308516,1.5664424,0.10456031,0.19779088,0.03848203,0.012732632,0.27857295,1.2766551,,0.04917247,0.060939837,both
406,STX,https://www.sec.gov/Archives/edgar/data/1137789/000119312519212028/d733907d10k.htm,0.0,1.0,0.0,16.0,4.0,1.0,10K,150937.0,89641.0,2019-06-30,2019.0,3572.0,357.0,4253.0,1.0,12679.897,9.09212,9.248599,1.0,0.0,0.0,0.0,1.0,3.7256935,7.533694,3.8318567,-0.095216654,0.0443444,0.08024761,-0.06460326,-0.10410805,0.012042768,0.19808666,0.4786719,0.2511679,2.1837814,0.22577378,0.21035454,0.25334835,0.111536294,0.4786719,1.9719572,,0.08024761,0.0,both
407,SEE,https://www.sec.gov/Archives/edgar/data/1012100/000162828019001538/q4201810-kdocument.htm,4.0,9.0,2.0,11.0,3.0,2.0,Risk Section,9555.0,85926.0,2019-12-31,2019.0,3081.0,308.0,3906.1,1.0,6154.253,8.6595955,8.474515,1.0,0.0,0.2068593,0.0,1.0,2.862201,7.1489744,4.344828,0.11545132,-0.0016131271,0.017189343,0.057777703,-0.013546797,-0.001960036,0.08679664,0.6775307,0.3882667,2.1015148,0.155051,0.22059946,0.047804065,0.013408034,0.65293485,1.7382171,,0.017189343,0.036302194,both
408,SRE,https://www.sec.gov/Archives/edgar/data/86521/000103220820000006/sre20191231form10k.htm,10.0,16.0,5.0,13.0,6.0,9.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
409,NOW,https://www.sec.gov/Archives/edgar/data/1373715/000137371520000072/now-20191231x10kxinpro.htm,0.0,10.0,0.0,8.0,8.0,1.0,Risk Section,171007.0,13447.0,2019-12-31,2019.0,7372.0,737.0,1130.87,1.0,53488.63,8.703246,8.14915,0.0,0.0,0.0,0.0,1.0,2.4310663,6.770231,4.4300694,0.120296456,0.03477882,0.0,-1.4944134e-06,-0.050120465,-0.013010362,0.20519724,0.18777636,0.02070451,9.528234,0.04071795,0.14454514,0.2811669,0.12426363,0.17903106,8.928253,,0.0,0.046572994,both
410,SHW,https://www.sec.gov/Archives/edgar/data/89800/000008980020000005/shw-12312019x10k.htm,3.0,4.0,3.0,8.0,0.0,10.0,Risk Section,9667.0,36468.0,2019-12-31,2019.0,2851.0,285.0,10427.5,1.0,53770.293,9.927995,9.792601,1.0,0.0,0.22227268,1.0,0.0,4.128923,8.166727,4.0537515,0.022570038,0.00030737405,0.020530634,-0.032796323,-0.030454427,0.028107649,0.1066588,0.5087528,0.16242771,3.4222536,0.14750539,0.17177819,0.007894146,0.005030201,0.4596657,3.0751507,,0.020530635,0.09648526,both
411,SPG,https://www.sec.gov/Archives/edgar/data/1022344/000155837020001135/spg-20191231x10k.htm,2.0,1.0,0.0,2.0,12.0,2.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
412,SWKS,https://www.sec.gov/Archives/edgar/data/4127/000000412720000009/fy1910-kajanuary242020.htm,0.0,0.0,0.0,0.0,0.0,0.0,10K,1327.0,45911.0,2019-09-30,2019.0,3674.0,367.0,0.0,0.0,13480.425,8.484588,8.124683,1.0,0.0,0.11175858,1.0,0.0,2.3025851,7.095562,4.897508,0.06961319,0.02438218,0.056595586,0.0,-0.13195305,-0.011261261,0.28254402,0.0,0.0,2.9336567,0.29211092,0.2491115,0.21791057,0.08763121,0.0,2.8384113,,0.056595586,,both
413,SNA,https://www.sec.gov/Archives/edgar/data/91440/000009144020000004/sna-20191228.htm,4.0,2.0,1.0,4.0,3.0,0.0,Risk Section,9778.0,60206.0,2019-12-31,2019.0,3420.0,342.0,1219.6,1.0,9257.71,8.64708,8.310833,1.0,0.0,0.23395559,1.0,0.0,2.6246686,6.359747,3.8085704,0.039009396,0.0076578553,0.038043384,0.0030912445,-0.032844473,0.049091067,0.114463866,0.21420918,0.11640392,2.0272434,0.18320893,0.1013612,0.032405373,0.010380258,0.1746553,1.8414402,,0.038043384,0.1846507,both
414,SO,https://www.sec.gov/Archives/edgar/data/3153/000009212220000017/so10-k12312019.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
415,LUV,https://www.sec.gov/Archives/edgar/data/92380/000009238020000024/luv-12312019x10k.htm,1.0,5.0,0.0,1.0,0.0,1.0,Risk Section,9882.0,58683.0,2019-12-31,2019.0,4512.0,451.0,3996.0,1.0,28019.074,10.161805,10.018065,1.0,0.0,0.22218464,0.0,0.0,4.123369,9.818747,5.711645,0.0117011005,0.026800541,0.0143657075,-0.02374976,-0.075690284,-0.02174165,0.15230739,0.1543155,0.1248162,1.7023393,0.16605522,0.70955783,0.15725043,0.0,0.1090558,1.1845237,,0.0143657075,0.2932933,both
416,SWK,https://www.sec.gov/Archives/edgar/data/93556/000009355620000006/swk10k2019.htm,2.0,8.0,0.0,8.0,0.0,1.0,Risk Section,10016.0,43350.0,2019-12-31,2019.0,3540.0,354.0,4053.7,1.0,25442.084,9.932881,9.577909,1.0,0.0,0.14400859,0.0,1.0,4.101618,7.822405,3.73707,0.05867959,0.00015536544,0.019517785,-0.03262189,0.041438878,0.0094287405,0.06953575,0.19681403,0.1374332,1.8645011,0.112470016,0.12113164,0.015274365,0.012390395,0.17342669,1.4280276,,0.019517785,0.11882971,both
417,SBUX,https://www.sec.gov/Archives/edgar/data/829224/000082922419000051/sbux-9292019x10xk.htm,6.0,6.0,2.0,7.0,0.0,0.0,Risk Section,25434.0,77702.0,2019-09-30,2019.0,5812.0,581.0,11167.0,1.0,104742.33,9.863686,10.185225,1.0,0.0,0.19495392,1.0,0.0,5.2522736,8.76915,2.9225554,0.052592143,-0.31580782,0.09164083,0.08564174,-0.18351789,-0.084871694,0.2591365,0.5810214,0.09634255,6.7740293,0.27605152,0.33464277,0.14345251,0.0,0.5810214,6.1894684,,0.09164082,0.0,both
418,STT,https://www.sec.gov/Archives/edgar/data/93751/000009375120000684/stt-2019123110xk.htm,0.0,63.0,0.0,21.0,17.0,23.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
419,STE,https://www.sec.gov/Archives/edgar/data/1757898/000175789819000005/ste3312019.htm,4.0,9.0,0.0,6.0,0.0,2.0,Risk Section,25313.0,77649.0,2019-03-31,2018.0,3841.0,384.0,1183.227,1.0,10820.712,8.531702,7.9309864,1.0,0.0,0.17477235,1.0,0.0,2.5649493,6.939818,4.4539423,0.042030558,0.003764781,0.022176508,-0.022094507,-0.016064039,-0.0041767596,0.106130384,0.23323683,0.0985699,2.5065632,0.14018826,0.20334467,0.043491013,0.012426004,0.23323683,2.3379493,,0.022176508,0.0,both
420,SYK,https://www.sec.gov/Archives/edgar/data/310764/000031076420000014/syk10k12312019.htm,0.0,5.0,0.0,1.0,0.0,1.0,Risk Section,10115.0,73139.0,2019-12-31,2019.0,3842.0,384.0,11477.0,1.0,78622.53,10.314504,9.608042,1.0,0.0,0.1869633,1.0,0.0,3.713572,7.990238,4.30102,0.048231512,0.02390029,0.02578977,0.042861406,-0.01468492,0.041469157,0.069745086,0.38044885,0.12738135,3.1817062,0.13995425,0.09782212,0.14668347,0.032187488,0.3491232,2.9796321,,0.02578977,0.082338594,both
421,SIVB,https://www.sec.gov/Archives/edgar/data/719739/000071973920000016/sivb-12312019x10k.htm,1.0,16.0,1.0,9.0,5.0,5.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
422,SYF,https://www.sec.gov/Archives/edgar/data/1601712/000160171220000038/synchrony1231201910k.htm,0.0,42.0,0.0,7.0,7.0,34.0,10K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
423,SNPS,https://www.sec.gov/Archives/edgar/data/883241/000088324119000019/snps10311910-k.htm,2.0,1.0,0.0,4.0,2.0,0.0,Risk Section,24975.0,77357.0,2019-10-31,2019.0,7372.0,737.0,137.707,1.0,20407.434,8.764859,8.119903,0.0,0.0,0.024085894,1.0,0.0,2.7010927,6.0650215,3.4310951,0.03682609,0.0008627419,0.0,-0.051703,-0.03590293,0.012027803,0.12529476,0.021499384,0.0067026555,3.5486357,0.117608145,0.06706031,0.11393486,0.17750251,0.018749414,3.1976318,,0.0,0.12790926,both
424,SYY,https://www.sec.gov/Archives/edgar/data/96021/000009602119000093/syy2019q410-k.htm,6.0,5.0,1.0,3.0,0.0,1.0,Risk Section,10247.0,52038.0,2019-06-30,2019.0,5140.0,514.0,8163.337,1.0,36270.66,9.796266,11.003997,1.0,0.0,0.16530016,,,4.248495,8.412434,4.178105,0.04134662,-0.010218951,0.043159716,-0.015026281,-0.042796154,0.0023937298,0.13210982,0.4543638,0.18371826,2.879499,0.18736804,0.25056073,0.029246952,0.0,0.45206624,2.479369,,0.043159716,0.005056633,both
425,TMUS,https://www.sec.gov/Archives/edgar/data/1283699/000128369920000026/tmus-20191231.htm,13.0,12.0,0.0,4.0,11.0,5.0,Risk Section,17874.0,91937.0,2019-12-31,2019.0,4812.0,481.0,42334.0,1.0,67198.49,11.372755,10.714374,0.0,0.0,0.24657832,1.0,0.0,3.988984,10.481028,6.5107074,0.047456887,0.0037390273,0.0,-0.024999712,-0.0017947331,0.06447234,0.07799036,0.48703995,0.3864972,1.4418896,0.14907789,0.40993544,0.017579181,0.0,0.4494311,1.1931406,,0.0,0.077219255,both
426,TROW,https://www.sec.gov/Archives/edgar/data/1113169/000111316920000008/a201910k.htm,0.0,14.0,0.0,6.0,0.0,2.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
427,TTWO,https://www.sec.gov/Archives/edgar/data/946581/000162828019006691/ttwo10k03312019.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,64630.0,84761.0,2019-03-31,2018.0,7372.0,737.0,0.0,0.0,10586.5205,8.353041,7.889232,0.0,0.0,0.0,1.0,0.0,1.7739348,4.858897,3.263098,0.0526921,0.034318354,0.0,0.0,-0.109280676,0.026897065,0.19629112,0.0,0.0,3.0140963,0.06253003,0.030139063,0.50352067,0.054246165,0.0,2.5108047,,0.0,,both
428,TPR,https://www.sec.gov/Archives/edgar/data/1116132/000111613219000016/tpr6302018-10k1.htm,6.0,2.0,0.0,7.0,0.0,0.0,Risk Section,140541.0,88661.0,2019-06-30,2019.0,3100.0,310.0,1602.7,1.0,9100.164,8.835981,8.704021,1.0,0.0,0.16027147,1.0,0.0,3.0910425,6.845667,3.80008,0.08349207,-0.0398703,0.05681009,0.0,-0.013333721,0.040102944,0.11376558,0.23304203,0.14974496,1.8123485,0.17109913,0.13650706,0.1794018,0.0,0.23292571,1.5342158,,0.056810085,0.0004991577,both
429,TGT,https://www.sec.gov/Archives/edgar/data/27419/000002741919000006/tgt-20190202x10k.htm,3.0,3.0,0.0,2.0,1.0,1.0,Risk Section,3813.0,49154.0,2019-01-31,2018.0,5331.0,533.0,13445.0,1.0,37796.625,10.628376,11.229979,1.0,0.0,0.20293798,0.0,0.0,5.888878,10.221905,4.3357644,0.082731895,-0.026325988,0.032332283,-0.006805522,-0.049116008,-0.00041172197,0.14465973,0.32562363,0.26238436,1.6417928,0.15945749,0.6659724,0.037684668,0.0,0.29612496,1.2366384,,0.032332283,0.0905913,both
430,TEL,https://www.sec.gov/Archives/edgar/data/1385157/000155837019010758/tel-20190927x10kd12dc3.htm,7.0,2.0,0.0,19.0,20.0,1.0,Risk Section,177267.0,92157.0,2019-09-30,2019.0,3678.0,367.0,3965.0,1.0,31223.594,9.888069,9.506586,1.0,0.0,0.0,0.0,1.0,4.3694477,8.181721,3.8247318,0.035137605,0.004011374,0.030872347,0.00020310754,-0.05108155,0.008428963,0.12089977,0.20133035,0.11267856,2.0487251,0.14979182,0.1814766,0.047070175,0.029044379,0.17238753,1.7926191,,0.030872347,0.14375788,both
431,TDY,https://www.sec.gov/Archives/edgar/data/1094285/000109428520000045/tdy-20191229.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,126721.0,87445.0,2019-12-31,2019.0,3812.0,381.0,989.5,1.0,12665.344,8.429411,8.059466,0.0,0.0,0.15072832,1.0,0.0,2.5486636,6.423247,3.9543705,0.12487446,0.012445958,0.0,0.023756497,0.007554915,0.013101009,0.106009,0.21605746,0.07246513,3.1727245,0.13229835,0.13428535,0.043560855,0.04576619,0.18981178,2.9553478,,0.0,0.121475495,both
432,TFX,https://www.sec.gov/Archives/edgar/data/96943/000009694320000017/tfx-20191231.htm,2.0,6.0,0.0,4.0,1.0,3.0,Risk Section,10407.0,44329.0,2019-12-31,2019.0,3841.0,384.0,2031.164,1.0,17449.5,8.749863,7.861481,1.0,0.0,0.0,,,2.7343676,6.300564,3.6314986,0.011645499,-0.008887417,0.009957178,-0.04017547,0.003360793,0.037752267,0.04952994,0.32190523,0.104265645,3.2932794,0.113476135,0.08619565,0.047716577,0.018044414,0.31067684,3.0085065,,0.009957178,0.034880985,both
433,TER,https://www.sec.gov/Archives/edgar/data/97210/000119312519059974/d652525d10k.htm,8.0,1.0,0.0,3.0,1.0,0.0,Risk Section,10453.0,51369.0,2019-12-31,2019.0,3825.0,382.0,460.012,1.0,11347.498,7.932726,7.738473,1.0,0.0,0.11089218,1.0,0.0,1.856298,5.9368896,4.247847,0.056210697,-0.05483575,0.02199666,0.0,-0.16888613,0.031926643,0.19225775,0.1650555,0.038959272,4.54047,0.23365581,0.13554113,0.32695457,0.115831494,0.15806738,4.3298035,,0.02199666,0.042338025,both
434,TSLA,https://www.sec.gov/Archives/edgar/data/1318605/000156459020004475/tsla-10k_20191231.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,184996.0,93436.0,2019-12-31,2019.0,3711.0,371.0,14697.0,1.0,75717.73,10.443163,10.109607,0.0,0.0,1.0,0.0,1.0,3.8921468,9.913438,6.041854,0.041854907,0.07304206,0.0,0.023259204,0.032382175,0.021248069,0.05925559,0.42837158,0.16255096,3.014041,0.06374421,0.58873767,0.18986271,0.040514152,0.36803755,2.5865345,,0.0,0.14084508,both
435,TXN,https://www.sec.gov/Archives/edgar/data/97476/000009747620000009/txn-20191231.htm,3.0,0.0,0.0,4.0,2.0,1.0,Risk Section,10499.0,15579.0,2019-12-31,2019.0,3674.0,367.0,6135.0,1.0,119570.38,9.799127,9.573802,1.0,0.0,0.1241271,1.0,0.0,3.4264753,8.200014,4.806305,0.1065601,-5.5500055e-05,0.1385936,0.04112554,-0.13436563,-0.015040515,0.33329687,0.34049284,0.048804592,7.1418242,0.34185326,0.2020202,0.2989788,0.085692085,0.30869132,7.0005794,,0.1385936,0.093398534,both
